# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "annotations.gtf" "-o" "results/gene_counts.txt" "-T" "4" "results/aligned_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/aligned_Aligned.sortedByCoord.out.bam
ENSG00000100106	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	37697048;37697588;37697621;37697621;37701306;37701306;37701306;37710427;37710427;37710427;37713210;37715763;37715763;37715763;37723185;37723185;37723185;37733298;37733298;37734399;37734399;37738642;37738642;37740895;37740895;37746233;37746238;37746270;37746322;37750642;37750997;37751385;37751398;37751772;37751772;37751772;37751772;37751772;37751772;37751772;37751772;37751772;37754877;37754877;37754877;37754877;37754877;37754877;37754877;37754877;37754882;37755101;37755101;37755101;37755101;37755101;37755101;37755101;37755101;37755101;37755101;37755550;37755550;37755550;37755550;37755550;37755550;37755550;37755550;37755550;37757613;37757613;37757613;37757613;37757613;37757613;37757613;37757613;37759154;37759154;37759154;37759154;37759417;37765670;37765670;37765670;37768074;37768074;37768074;37769028;37769028;37769028;37769262;37769262;37769262;37771650;37771650;37771650;37772601;37772601;37772601;37773783;37773783;37773783	37697089;37697696;37697696;37697696;37701479;37701479;37701479;37710566;37710566;37710566;37713411;37715934;37715934;37715934;37726503;37726570;37726503;37733412;37733412;37735442;37735442;37738719;37738719;37741032;37741032;37746420;37746420;37746420;37746420;37750730;37751200;37751690;37751516;37751828;37751828;37751828;37751828;37751828;37751828;37751828;37751828;37751828;37754984;37754984;37754984;37754984;37754984;37754984;37754984;37754984;37754984;37755190;37755510;37755190;37755190;37755190;37755190;37755190;37755190;37755190;37755190;37755659;37755659;37755574;37755659;37755659;37755659;37755659;37755659;37755659;37758047;37757982;37757963;37758135;37758138;37758138;37758138;37758138;37759264;37759264;37759264;37759264;37760346;37765817;37765817;37765817;37768176;37768176;37768176;37769187;37769187;37769187;37769375;37769375;37769375;37771736;37771736;37771736;37772764;37772764;37772764;37774140;37774048;37776556	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12189	0
ENSG00000235647	22	39750127	39751293	+	1167	0
ENSG00000198355	22;22;22;22;22;22;22;22;22	49960768;49960772;49961125;49961318;49961318;49961442;49961442;49962689;49962940	49961234;49961032;49961234;49961368;49961368;49961646;49961811;49962865;49964072	+;+;+;+;+;+;+;+;+	2198	0
ENSG00000277232	22;22	46295143;46295695	46296660;46296000	-;-	1518	0
ENSG00000205593	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	50309030;50311966;50312343;50312343;50312523;50312523;50312999;50312999;50313446;50313446;50313635;50313635;50313814;50313814;50314203;50314207;50314400;50314400;50314400;50314605;50314605;50314605;50314799;50314799;50314799;50314822;50315714;50315714;50315714;50315714;50316025;50316025;50316025;50316025;50316174;50316174;50316174;50316370;50316370;50316370;50316566;50316566;50316654;50317293;50317293;50317293;50317293;50317293;50317908;50317908;50317908;50317908;50317908;50318847;50318847;50318847;50318847;50318847;50318965;50318965;50318965;50318965;50326812;50326812	50312261;50312261;50312417;50312417;50312625;50312625;50313108;50313108;50313499;50313499;50313724;50313724;50314272;50313878;50314272;50314272;50314494;50314494;50314494;50314700;50314700;50314700;50314921;50314921;50314921;50314921;50315769;50315769;50315769;50315769;50316087;50316087;50316475;50316087;50316253;50316253;50316253;50316475;50316475;50316475;50316712;50316626;50316864;50317373;50317373;50317373;50317373;50317373;50318020;50318020;50318020;50318020;50318020;50318970;50318889;50318889;50318889;50318889;50319095;50318967;50319003;50319003;50326977;50327012	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5887	0
ENSG00000280312	22	47259366	47261007	+	1642	0
ENSG00000279712	22	47916728	47926264	+	9537	0
ENSG00000279833	22	39133090	39136760	+	3671	0
ENSG00000100422	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	46684410;46686983;46689992;46689992;46690055;46691572;46691572;46691572;46693427;46693427;46693427;46693675;46695210;46695210;46699313;46699313;46701636;46701636;46707843;46707843;46711086;46712168;46712168;46720086;46720086;46720902;46720902;46735159;46738007;46738007;46738007	46687206;46687206;46690200;46690200;46690200;46691777;46691777;46691777;46693503;46693503;46693503;46693812;46695315;46695315;46699465;46699465;46701710;46701710;46707988;46707988;46711149;46712293;46712293;46720208;46720208;46721015;46721015;46735508;46738090;46738207;46738252	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4930	0
ENSG00000100239	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	50343304;50343323;50343327;50343331;50372020;50372020;50372020;50372020;50372072;50388986;50391867;50393893;50393893;50393893;50393893;50393893;50406689;50406689;50406689;50406689;50406689;50414552;50414552;50414552;50414552;50414552;50416092;50416092;50416092;50416092;50416092;50418867;50418867;50418867;50418867;50418867;50419346;50419349;50419349;50419349;50419349;50419442;50422254;50422254;50422254;50422254;50422254;50422254;50423462;50423462;50423462;50423462;50423462;50423462;50423605;50431173;50431173;50431173;50431173;50431173;50431173;50431173;50432265;50432265;50432265;50432265;50432265;50432265;50432265;50434966;50434966;50434966;50434966;50434966;50434966;50434966;50436367;50436367;50436367;50436367;50436367;50436367;50436367;50436988;50436988;50436988;50437506;50437506;50437506;50437506;50437506;50437506;50437506;50437843;50437843;50437843;50437843;50437843;50437843;50437843;50438174;50438174;50438174;50438174;50438174;50438174;50438174;50438599;50438599;50438599;50438599;50438599;50438599;50438599;50439698;50439698;50439701;50439701;50439701;50439701;50439701;50439753;50439961;50439961;50439961;50439961;50439961;50439961;50439961;50440801;50440822;50440822;50440822;50440822;50440822;50440822;50440822;50443087;50443866;50443866;50443866;50443866;50443866;50443866;50443866;50444199;50444199;50444199;50444199;50444199;50444199;50444199;50444203	50343550;50343550;50343550;50343550;50372150;50372150;50372150;50372150;50372150;50389111;50392015;50394135;50394135;50394135;50394135;50394135;50406875;50406875;50406875;50406875;50406875;50414689;50414689;50414689;50414689;50414689;50416157;50416157;50416157;50416157;50416157;50418979;50418979;50418979;50418979;50418979;50419462;50419462;50419462;50419462;50419462;50419462;50422380;50422380;50422380;50422380;50422380;50422380;50423614;50423614;50423614;50423614;50423614;50423614;50423614;50431382;50431382;50431382;50431382;50431382;50431382;50431382;50432329;50432329;50432329;50432329;50432329;50432329;50432329;50435081;50435081;50435081;50435081;50435081;50435081;50435081;50436452;50436452;50436452;50436452;50436452;50436452;50436452;50437068;50437068;50437068;50437603;50437603;50437603;50437603;50437603;50437603;50437603;50437900;50437900;50437900;50437900;50437900;50437900;50437900;50438298;50438298;50438298;50438298;50438298;50438298;50438298;50438762;50438762;50438762;50438762;50438762;50438762;50438762;50439857;50439857;50439857;50439857;50439857;50439857;50439857;50440049;50440049;50440049;50440049;50440049;50440049;50440049;50440049;50441026;50441026;50441074;50441026;50441026;50441026;50441026;50441026;50444117;50444117;50444117;50444117;50444117;50444117;50444117;50444117;50445090;50444378;50444371;50444390;50444391;50444374;50444374;50445090	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5349	0
ENSG00000188636	22;22	44492583;44498044	44497811;44498233	-;-	5419	0
ENSG00000100362	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	36800684;36800701;36800703;36800767;36811475;36813450;36813646;36813646;36813646;36813646;36813646;36815103;36815103;36815103;36815103;36815103;36815103;36815365;36816945;36816945;36816945;36816945;36816945;36817356;36819431	36800918;36800918;36800918;36800918;36811524;36813755;36813755;36813755;36813755;36813755;36813755;36815235;36815235;36815235;36815235;36815235;36815235;36815391;36817012;36817035;36817012;36817035;36817001;36817514;36819479	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1050	0
ENSG00000100321	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	39349925;39349949;39349987;39349991;39349991;39350006;39364170;39374316;39374316;39374316;39374316;39374316;39374316;39374316;39375936;39376052;39376052;39376052;39376052;39376052;39377015;39377598;39377598;39377598;39381696	39350109;39350109;39350109;39350109;39350109;39350109;39364296;39374553;39376210;39374553;39374660;39374553;39374553;39374553;39376033;39376197;39376197;39376197;39376197;39376197;39377075;39378381;39377911;39378389;39385575	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6940	0
ENSG00000279642	22	44486295	44486914	-	620	0
ENSG00000100311	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	39223359;39224935;39225695;39225695;39230084;39230084;39230159;39230184;39231622;39231622;39231622;39231622;39233435;39233435;39233435;39233435;39235778;39235778;39235778;39235778;39240855;39241013;39242926;39243901	39225313;39225313;39225847;39225847;39230228;39230228;39230228;39230228;39231827;39231827;39231827;39231827;39233524;39233524;39233524;39233524;39235874;39235874;39235874;39235874;39240909;39241130;39243016;39244982	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3992	0
ENSG00000186732	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	43411196;43412013;43412014;43416455;43416616;43416648;43416755;43417657;43424908;43424908;43424908;43424908;43424908;43435034;43435034;43435034;43474736;43474736;43498235;43498235;43502644;43502644;43505498;43505498	43411561;43412158;43412158;43416513;43417014;43417014;43417014;43419200;43425225;43425209;43425209;43425209;43425209;43435215;43435167;43435215;43474961;43474961;43498350;43498350;43502757;43502757;43507848;43507848	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5821	0
ENSG00000224856	22	43957027	43957348	+	322	0
ENSG00000278890	22	48052646	48058275	+	5630	0
ENSG00000285623	22;22;22	49166421;49168125;49188002	49166743;49168728;49188062	-;-;-	988	0
ENSG00000280216	22	39379610	39380015	+	406	0
ENSG00000130943	22	46255663	46263343	-	7681	0
ENSG00000236611	22;22	23326616;23328324	23326791;23328493	+;+	346	0
ENSG00000100124	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	37830855;37830856;37831825;37831860;37831935;37831970;37831979;37832637;37832637;37832637;37832637;37832637;37832637;37832637;37832676;37832958;37832958;37832958;37832958;37832958;37832958;37832958;37832993;37833009;37833041;37833159;37833159;37833159;37833159;37833159;37833159;37833159;37833159;37833684;37833684;37833684;37833684;37833684;37833684;37833684;37833684;37833684;37833684;37833684;37833917;37838500;37838500;37838500;37838500;37838500;37838500;37838500;37838500;37838500;37840187;37840187;37840187;37840187;37840187;37840187;37840187;37840187;37840187;37843617;37843617;37843911;37843911;37843911;37843911;37843911;37843911;37848179;37848937	37832017;37832017;37832017;37832017;37832017;37832017;37832017;37832744;37832744;37832744;37832744;37832744;37832744;37832744;37832744;37833082;37833109;37833082;37833082;37833082;37833206;37833082;37833206;37833082;37833095;37833206;37833206;37833206;37833206;37833206;37833206;37833206;37833206;37833750;37833755;37833750;37833755;37833750;37833755;37833755;37833755;37833755;37833755;37833755;37834728;37838598;37838593;37838598;37838593;37838593;37838598;37838598;37838593;37838598;37840234;37840234;37840234;37840234;37840234;37840234;37840234;37840234;37840234;37843882;37843882;37844323;37844276;37844170;37844006;37844321;37844334;37849318;37849327	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4390	0
ENSG00000227009	22	39155525	39155945	+	421	0
ENSG00000100300	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	43151547;43151559;43151573;43151899;43151931;43151935;43159210;43159210;43159210;43159210;43159210;43161052;43161052;43161052;43161052;43161052;43162803;43162803;43162803;43162803	43151604;43151604;43151604;43152220;43152127;43152220;43159672;43159420;43159420;43159420;43159420;43161190;43161190;43161190;43161190;43161190;43163241;43163210;43163242;43163241	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1422	0
ENSG00000236079	22;22	44413485;44414745	44413866;44414814	-;-	452	0
ENSG00000237387	22;22	25580241;25581067	25580584;25581382	-;-	660	0
ENSG00000279914	22	27040197	27041494	+	1298	0
ENSG00000253590	22	22762294	22762516	+	223	0
ENSG00000224003	22;22	25647261;25648137	25647792;25649232	+;+	1628	0
ENSG00000224794	22;22;22;22;22	39292988;39293803;39294142;39294759;39295329	39293004;39295563;39294506;39294977;39295589	+;+;+;+;+	1804	0
ENSG00000138944	22;22;22;22;22	44243665;44285428;44296672;44300879;44312751	44249685;44285745;44296885;44300977;44312951	-;-;-;-;-	6853	0
ENSG00000203527	22;22	43275955;43281937	43276011;43283830	+;+	1951	0
ENSG00000183579	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	28883572;28917389;28987052;28987076;28987076;29042495;29042495;29042495;29043299;29043299;29043299;29044780;29044780;29044780;29046716;29046716;29046716;29048389;29048389;29048389;29049197;29049197;29049197;29053579;29053579;29053579	28884066;28917481;28987201;28987201;28987201;29042569;29042569;29042569;29043430;29043430;29043430;29044890;29044890;29044890;29046883;29046883;29046883;29048491;29048491;29048491;29050948;29050948;29050948;29053965;29053685;29057488	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6989	0
ENSG00000220702	22;22	44365551;44365845	44365716;44366284	+;+	606	0
ENSG00000285855	22;22;22;22;22	48403462;48405289;48413655;48414728;48415399	48403710;48405439;48413762;48414830;48415571	+;+;+;+;+	784	0
ENSG00000280080	22;22	46914092;46915328	46916042;46915908	-;-	1951	0
ENSG00000285707	22;22;22	48254903;48257194;48258782	48256574;48257702;48259116	-;-;-	2516	0
ENSG00000278960	22	25756318	25756669	-	352	0
ENSG00000276138	22	15273855	15273961	+	107	0
ENSG00000276871	22	11249809	11249959	-	151	0
ENSG00000278188	22	16141767	16141872	+	106	0
ENSG00000277248	22	10736171	10736283	-	113	0
ENSG00000222585	22	25715041	25715169	-	129	0
ENSG00000200443	22	27035887	27035991	+	105	0
ENSG00000223056	22	25963983	25964273	-	291	0
ENSG00000201209	22	28232756	28232823	-	68	0
ENSG00000199797	22	28303754	28303850	+	97	0
ENSG00000276162	22	28459869	28459948	+	80	0
ENSG00000209482	22	39315213	39315307	-	95	0
ENSG00000276753	22	49962866	49962939	+	74	0
ENSG00000209480	22	39313819	39313911	-	93	0
ENSG00000263764	22	39319050	39319113	-	64	0
ENSG00000266887	22	48780295	48780353	+	59	0
ENSG00000266508	22	48274364	48274415	+	52	0
ENSG00000201078	22	37055033	37055347	-	315	0
ENSG00000230120	22;22	32159454;32159901	32159523;32160392	-;-	562	0
ENSG00000275656	22	32188400	32188487	-	88	0
ENSG00000254127	22	32199919	32200234	+	316	0
ENSG00000242082	22;22;22;22;22;22;22;22;22;22	32205115;32205165;32207136;32207136;32229090;32268288;32268288;32269357;32269357;32276685	32205247;32205247;32207276;32207276;32229372;32268579;32268579;32273615;32273507;32278382	+;+;+;+;+;+;+;+;+;+	6806	0
ENSG00000214076	22	32269381	32273110	+	3730	0
ENSG00000273325	22	32284683	32285131	+	449	0
ENSG00000234626	22;22;22;22;22;22;22	32327064;32327168;32327171;32333534;32334212;32343012;32343012	32327437;32327437;32327437;32333703;32334260;32343105;32343062	-;-;-;-;-;-;-	687	0
ENSG00000128276	22;22;22;22;22	32354885;32357867;32358154;32360252;32360252	32354897;32358444;32358444;32361161;32361161	+;+;+;+;+	1501	0
ENSG00000271093	22	32356676	32356988	-	313	0
ENSG00000274617	22	32362972	32363059	+	88	0
ENSG00000274170	22	32368497	32368567	+	71	0
ENSG00000230736	22;22;22	32376664;32377326;32383256	32376721;32377737;32384343	+;+;+	1558	0
ENSG00000243519	22;22	32376682;32376846	32376721;32377135	+;+	330	0
ENSG00000241954	22;22	32383786;32385456	32384053;32385631	+;+	444	0
ENSG00000232218	22	32386668	32386868	+	201	0
ENSG00000100220	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	32387582;32392240;32393892;32395026;32396074;32397941;32397948;32398042;32398048;32399603;32399603;32399603;32399603;32401562;32401747;32401747;32401747;32406662;32406662;32406662;32406662;32407313;32407406;32407879;32408175;32408175;32408755;32408755;32408755;32412064;32412064;32412064	32388099;32392359;32394002;32395214;32396249;32398100;32398100;32398100;32398100;32399759;32399759;32399985;32399759;32401903;32401903;32401903;32401903;32406761;32406761;32406761;32406761;32407409;32407526;32408242;32408242;32408242;32408833;32408833;32408833;32412248;32412241;32412247	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2941	0
ENSG00000128245	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31944522;31944522;31944535;31944747;31944966;31945500;31945557;31947422;31950308;31956139;31956139;31956139;31956139;31956139;31956139	31944820;31944820;31944820;31944820;31945235;31945678;31945678;31947485;31950422;31957603;31956576;31956604;31956482;31957603;31957603	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2392	0
ENSG00000227519	22;22	31963357;31969986	31963414;31970400	+;+	473	0
ENSG00000240647	22	31981147	31981427	-	281	0
ENSG00000230203	22;22	26422071;26422546	26422229;26423193	-;-	807	0
ENSG00000128203	22;22;22;22	26429260;26433392;26442459;26443097	26429486;26434501;26442572;26445015	+;+;+;+	3370	0
ENSG00000100104	22;22;22;22;22;22;22;22;22;22;22;22;22	26483877;26486023;26487982;26488029;26488390;26488390;26490044;26490044;26490773;26491025;26491025;26491463;26491463	26484099;26486063;26488288;26488288;26488488;26488488;26490198;26490198;26491070;26491070;26491070;26491832;26494658	+;+;+;+;+;+;+;+;+;+;+;+;+	4319	0
ENSG00000100109	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	26491225;26491240;26491927;26491927;26491927;26491986;26494139;26494139;26494139;26494139;26494139;26494139;26494797;26494797;26494797;26494797;26494797;26496073;26496073;26496073;26496073;26496073;26496721;26496721;26496721;26496721;26496721;26498703;26498869;26498869;26498869;26498869;26498869;26499104;26499104;26499104;26499104;26499104;26499104;26499414;26499537;26501900;26501900;26501900;26501900;26501900;26501900;26501900;26502036;26503666;26503666;26503666;26503666;26503666;26503666;26503666;26503666;26505910;26506303;26506303;26506303;26506303;26506303;26506303;26506303;26506673;26506738;26506774;26506775;26506775;26506775;26506775;26506775;26506874;26506878;26510064;26510064;26510064;26510064;26510064;26510064;26510064;26510064;26510064;26510064;26510145;26510617;26510617;26510617;26510617;26510617;26510617;26510617;26510617;26510617;26511119;26511119;26511119;26511119;26511689;26512099;26512099;26512099;26512099;26512099;26512099;26512099;26512099;26512099;26512099;26512394;26512394;26512394;26512394;26512394;26512394;26512394;26512394;26512394;26512394	26492368;26492368;26492368;26492368;26492368;26492368;26494304;26494304;26494304;26494619;26494304;26494304;26494939;26494939;26494939;26494939;26494939;26496316;26496316;26496316;26496316;26496316;26496889;26496889;26496889;26496889;26496889;26498975;26498975;26498975;26498975;26498975;26498975;26499391;26499631;26499631;26499631;26499631;26499631;26499631;26499631;26502094;26502052;26502052;26502052;26502052;26502052;26502052;26502052;26503793;26503793;26503793;26503793;26503793;26503793;26503793;26503793;26506105;26506712;26506332;26506459;26506459;26506459;26506459;26506459;26506928;26506928;26506928;26506928;26506928;26506928;26506928;26506928;26506928;26506928;26510281;26510281;26510281;26510281;26510281;26510281;26510281;26510281;26510281;26510281;26510281;26510702;26510692;26510667;26510702;26510702;26510702;26510702;26510702;26510707;26511317;26511153;26511195;26511195;26512175;26512175;26512175;26512175;26512175;26512175;26512175;26512175;26512175;26512377;26512175;26512495;26512496;26512489;26512478;26512460;26512478;26512505;26512499;26512496;26512473	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5436	0
